track_id,timestamp,lat,lon,cls,confidence,priority_hint,relevant_prob,relevant,engage
T0,2026-04-01T08:56:30Z,59.807648,24.806689,merchant_vessel,0.542,2,1.2993121520195166e-05,0,0
T1,2026-04-01T08:56:30Z,59.864569,27.616626,unknown,0.305,2,1.50733827217315e-16,0,0
T2,2026-04-01T08:56:30Z,59.896627,24.851179,uav,0.509,2,8.538775886188321e-06,0,0
T3,2026-04-01T08:56:30Z,59.875398,27.608721,small_boat,0.677,4,1.4920163263766317e-08,0,0
T0,2026-04-01T08:57:00Z,59.807652,24.806768,merchant_vessel,0.554,2,5.574878886012936e-05,0,0
T1,2026-04-01T08:57:00Z,59.86457,27.61659,unknown,0.345,2,1.9349915758993382e-14,0,0
T2,2026-04-01T08:57:00Z,59.896626,24.851372,uav,0.487,2,5.912095935779764e-07,0,0
T3,2026-04-01T08:57:00Z,59.875399,27.608663,small_boat,0.575,4,6.268725938318617e-14,0,0
T0,2026-04-01T08:57:30Z,59.807654,24.806848,merchant_vessel,0.602,2,0.018547733784996953,0,0
T1,2026-04-01T08:57:30Z,59.86457,27.616561,unknown,0.363,2,1.719847095100132e-13,0,0
T2,2026-04-01T08:57:30Z,59.896629,24.851575,uav,0.542,2,0.0004684704611937916,0,0
T3,2026-04-01T08:57:30Z,59.8754,27.608602,small_boat,0.531,4,3.00513575529865e-16,0,0
T0,2026-04-01T08:58:00Z,59.807655,24.806919,merchant_vessel,0.517,2,6.250663958624557e-07,0,0
T1,2026-04-01T08:58:00Z,59.86457,27.616521,unknown,0.369,2,3.562542795360414e-13,0,0
T2,2026-04-01T08:58:00Z,59.896634,24.851758,uav,0.628,2,0.9411729889104868,1,0
T3,2026-04-01T08:58:00Z,59.875402,27.608538,small_boat,0.433,4,2.0517131052504355e-21,0,0
T0,2026-04-01T08:58:30Z,59.807662,24.80701,merchant_vessel,0.697,2,0.9994803149344963,1,0
T1,2026-04-01T08:58:30Z,59.86457,27.616479,unknown,0.291,2,2.7557943344148788e-17,0,0
T2,2026-04-01T08:58:30Z,59.896639,24.851963,uav,0.547,2,0.0008591539119187889,0,0
T3,2026-04-01T08:58:30Z,59.875401,27.608478,small_boat,0.664,4,3.0797918547613814e-09,0,0
T0,2026-04-01T08:59:00Z,59.807668,24.807087,merchant_vessel,0.53,2,3.0281495684772985e-06,0,0
T1,2026-04-01T08:59:00Z,59.86457,27.616438,unknown,0.179,2,3.4398176164743e-23,0,0
T2,2026-04-01T08:59:00Z,59.896641,24.852173,uav,0.529,2,9.67367483582518e-05,0,0
T3,2026-04-01T08:59:00Z,59.875401,27.608424,small_boat,0.458,4,4.264904911127216e-20,0,0
T0,2026-04-01T08:59:30Z,59.807673,24.807156,merchant_vessel,0.642,2,0.708114051513238,1,0
T1,2026-04-01T08:59:30Z,59.86457,27.616401,unknown,0.516,2,1.9969749270595206e-05,0,0
T2,2026-04-01T08:59:30Z,59.896644,24.852382,uav,0.515,2,1.7687314356338972e-05,0,0
T3,2026-04-01T08:59:30Z,59.8754,27.608367,small_boat,0.652,4,7.177626599749184e-10,0,0
T0,2026-04-01T09:00:00Z,59.807678,24.807237,merchant_vessel,0.564,2,0.00018762696083139834,0,0
T1,2026-04-01T09:00:00Z,59.864569,27.616359,unknown,0.313,2,3.980195430226537e-16,0,0
T2,2026-04-01T09:00:00Z,59.896641,24.852562,uav,0.615,2,0.7675760168770408,1,0
T3,2026-04-01T09:00:00Z,59.8754,27.608319,small_boat,0.564,4,1.6494930365701246e-14,0,0
T0,2026-04-01T09:00:30Z,59.807685,24.807311,merchant_vessel,0.73,2,0.9999905272628471,1,0
T1,2026-04-01T09:00:30Z,59.86457,27.616319,unknown,0.305,2,1.50733827217315e-16,0,0
T2,2026-04-01T09:00:30Z,59.896647,24.852778,uav,0.522,2,4.136505183138321e-05,0,0
T3,2026-04-01T09:00:30Z,59.875399,27.608254,small_boat,0.702,4,3.1014598790390296e-07,0,0
T0,2026-04-01T09:01:00Z,59.807688,24.80739,merchant_vessel,0.489,2,2.0892892379808e-08,0,0
T1,2026-04-01T09:01:00Z,59.86457,27.616284,unknown,0.38,2,1.3539071661716197e-12,0,0
T2,2026-04-01T09:01:00Z,59.896652,24.852981,uav,0.463,2,3.2111508225367646e-08,0,0
T3,2026-04-01T09:01:00Z,59.875399,27.6082,small_boat,0.537,4,6.224928230319189e-16,0,0
T0,2026-04-01T09:01:30Z,59.80769,24.807463,merchant_vessel,0.568,2,0.00030485347917340804,0,0
T1,2026-04-01T09:01:30Z,59.86457,27.61624,unknown,0.379,2,1.1991601233696246e-12,0,0
T2,2026-04-01T09:01:30Z,59.896661,24.853182,uav,0.659,2,0.9985505127673723,1,0
T3,2026-04-01T09:01:30Z,59.875401,27.60814,small_boat,0.515,4,4.309994885923632e-17,0,0
T0,2026-04-01T09:02:00Z,59.807696,24.807539,merchant_vessel,0.674,2,0.9915924683002376,1,0
T1,2026-04-01T09:02:00Z,59.86457,27.6162,unknown,0.469,2,6.651673783470233e-08,0,0
T2,2026-04-01T09:02:00Z,59.896662,24.853407,uav,0.431,2,6.605200968724482e-10,0,0
T3,2026-04-01T09:02:00Z,59.875401,27.608083,small_boat,0.633,4,7.152508692480875e-11,0,0
T0,2026-04-01T09:02:30Z,59.807703,24.807618,merchant_vessel,0.56,2,0.00011547281404965553,0,0
T1,2026-04-01T09:02:30Z,59.864571,27.616167,unknown,0.227,2,1.1659970164876975e-20,0,0
T2,2026-04-01T09:02:30Z,59.896665,24.85362,uav,0.697,2,0.9999855857131481,1,0
T3,2026-04-01T09:02:30Z,59.875401,27.608017,small_boat,0.64,4,1.6727858875414558e-10,0,0
T0,2026-04-01T09:03:00Z,59.807708,24.807684,merchant_vessel,0.601,2,0.016462690070832016,0,0
T1,2026-04-01T09:03:00Z,59.864571,27.616137,unknown,0.278,2,5.688458426354812e-18,0,0
T2,2026-04-01T09:03:00Z,59.896672,24.853824,uav,0.578,2,0.03570405728265355,0,0
T3,2026-04-01T09:03:00Z,59.875404,27.607956,small_boat,0.575,4,6.268725938318617e-14,0,0
T0,2026-04-01T09:03:30Z,59.807713,24.807756,merchant_vessel,0.467,2,1.4465750885551223e-09,0,0
T1,2026-04-01T09:03:30Z,59.864572,27.616096,unknown,0.557,2,0.002886065157705751,0,0
T2,2026-04-01T09:03:30Z,59.896676,24.854013,uav,0.498,2,2.2468265680070423e-06,0,0
T3,2026-04-01T09:03:30Z,59.875405,27.607893,small_boat,0.57,4,3.416809290879976e-14,0,0
T0,2026-04-01T09:04:00Z,59.807719,24.807842,merchant_vessel,0.654,2,0.9123538618705894,1,0
T1,2026-04-01T09:04:00Z,59.864572,27.616055,unknown,0.335,2,5.748598676235991e-15,0,0
T2,2026-04-01T09:04:00Z,59.896685,24.854264,uav,0.568,2,0.010880253524236522,0,0
T3,2026-04-01T09:04:00Z,59.875408,27.607837,small_boat,0.646,4,3.465058799560006e-10,0,0
T0,2026-04-01T09:04:30Z,59.807723,24.807914,merchant_vessel,0.595,2,0.008015755916222752,0,0
T1,2026-04-01T09:04:30Z,59.864573,27.616019,unknown,0.391,2,5.145382722119107e-12,0,0
T2,2026-04-01T09:04:30Z,59.896688,24.85447,uav,0.579,2,0.040126647349674915,0,0
T3,2026-04-01T09:04:30Z,59.875409,27.607774,small_boat,0.523,4,1.1380737997530449e-16,0,0
T0,2026-04-01T09:05:00Z,59.80773,24.808005,merchant_vessel,0.609,2,0.04232731627604244,0,0
T1,2026-04-01T09:05:00Z,59.864574,27.615981,unknown,0.288,2,1.91474822905144e-17,0,0
T2,2026-04-01T09:05:00Z,59.896695,24.854657,uav,0.57,2,0.01382821532331904,0,0
T3,2026-04-01T09:05:00Z,59.875409,27.607721,small_boat,0.403,4,5.379790556345012e-23,0,0
T0,2026-04-01T09:05:30Z,59.807736,24.808084,merchant_vessel,0.456,2,3.8063803737300134e-10,0,0
T1,2026-04-01T09:05:30Z,59.864574,27.615938,unknown,0.424,2,2.8242560933581017e-10,0,0
T2,2026-04-01T09:05:30Z,59.896693,24.854845,uav,0.604,2,0.46494987198495286,0,0
T3,2026-04-01T09:05:30Z,59.875409,27.607666,small_boat,0.623,4,2.1249137471990447e-11,0,0
T0,2026-04-01T09:06:00Z,59.807741,24.80816,merchant_vessel,0.677,2,0.9941433512261675,1,0
T1,2026-04-01T09:06:00Z,59.864574,27.615902,unknown,0.436,2,1.2118380363851016e-09,0,0
T2,2026-04-01T09:06:00Z,59.896697,24.855063,uav,0.521,2,3.6637338524137143e-05,0,0
T3,2026-04-01T09:06:00Z,59.875409,27.607616,small_boat,0.6,4,1.303082773726748e-12,0,0
T0,2026-04-01T09:06:30Z,59.807745,24.808236,merchant_vessel,0.658,2,0.9441815048358068,1,0
T1,2026-04-01T09:06:30Z,59.864574,27.615868,unknown,0.375,2,7.379557871703151e-13,0,0
T2,2026-04-01T09:06:30Z,59.896696,24.855251,uav,0.617,2,0.8080549130027671,1,0
T3,2026-04-01T09:06:30Z,59.875411,27.607553,small_boat,0.455,4,2.963290483499564e-20,0,0
T0,2026-04-01T09:07:00Z,59.80775,24.808314,merchant_vessel,0.502,2,1.0121636744028089e-07,0,0
T1,2026-04-01T09:07:00Z,59.864574,27.615828,unknown,0.415,2,9.473243383967526e-11,0,0
T2,2026-04-01T09:07:00Z,59.896699,24.855475,uav,0.396,2,9.440092023479552e-12,0,0
T3,2026-04-01T09:07:00Z,59.875413,27.607497,small_boat,0.576,4,7.077681124692148e-14,0,0
T0,2026-04-01T09:07:30Z,59.807752,24.808371,merchant_vessel,0.586,2,0.0027030794371815437,0,0
T1,2026-04-01T09:07:30Z,59.864575,27.615792,unknown,0.306,2,1.701854530323834e-16,0,0
T2,2026-04-01T09:07:30Z,59.896701,24.855663,uav,0.687,2,0.9999514828325878,1,0
T3,2026-04-01T09:07:30Z,59.875414,27.607426,small_boat,0.612,4,5.591296323781817e-12,0,0
T0,2026-04-01T09:08:00Z,59.807759,24.808454,merchant_vessel,0.626,2,0.2581264773221322,0,0
T1,2026-04-01T09:08:00Z,59.864575,27.615756,unknown,0.342,2,1.3444478228704342e-14,0,0
T2,2026-04-01T09:08:00Z,59.896705,24.855875,uav,0.299,2,7.276800582173703e-17,0,0
T3,2026-04-01T09:08:00Z,59.875416,27.607364,small_boat,0.61,4,4.386206677248936e-12,0,0
T0,2026-04-01T09:08:30Z,59.807761,24.808532,merchant_vessel,0.6,2,0.014608547760450726,0,0
T1,2026-04-01T09:08:30Z,59.864576,27.615716,unknown,0.389,2,4.0364006387507924e-12,0,0
T2,2026-04-01T09:08:30Z,59.896716,24.856058,uav,0.506,2,5.932826121595675e-06,0,0
T3,2026-04-01T09:08:30Z,59.875416,27.607298,small_boat,0.639,4,1.4815920776793874e-10,0,0
T0,2026-04-01T09:09:00Z,59.807764,24.808611,merchant_vessel,0.551,2,3.873536918396464e-05,0,0
T1,2026-04-01T09:09:00Z,59.864577,27.615675,unknown,0.48,2,2.5278986505606396e-07,0,0
T2,2026-04-01T09:09:00Z,59.89672,24.856225,uav,0.612,2,0.6964722091030547,1,0
T3,2026-04-01T09:09:00Z,59.875418,27.607228,small_boat,0.551,4,3.404852258353798e-15,0,0
T0,2026-04-01T09:09:30Z,59.807768,24.808695,merchant_vessel,0.546,2,2.11133335555939e-05,0,0
T1,2026-04-01T09:09:30Z,59.864578,27.615635,unknown,0.511,2,1.0884738848691324e-05,0,0
T2,2026-04-01T09:09:30Z,59.896724,24.856443,uav,0.54,2,0.00036753833804233446,0,0
T3,2026-04-01T09:09:30Z,59.875419,27.607163,small_boat,0.59,4,3.8712829561527275e-13,0,0
T0,2026-04-01T09:10:00Z,59.807771,24.808764,merchant_vessel,0.484,2,1.1387805142167151e-08,0,0
T1,2026-04-01T09:10:00Z,59.864579,27.615598,unknown,0.519,2,2.8741135959000092e-05,0,0
T2,2026-04-01T09:10:00Z,59.896729,24.856636,uav,0.5,2,2.864129827728766e-06,0,0
T3,2026-04-01T09:10:00Z,59.875416,27.607092,small_boat,0.495,4,3.8040181347268134e-18,0,0
T0,2026-04-01T09:10:30Z,59.807776,24.808864,merchant_vessel,0.486,2,1.451655097751577e-08,0,0
T1,2026-04-01T09:10:30Z,59.864579,27.615559,unknown,0.428,2,4.5893471446695944e-10,0,0
T2,2026-04-01T09:10:30Z,59.896732,24.856875,uav,0.501,2,3.2337336689204692e-06,0,0
T3,2026-04-01T09:10:30Z,59.875416,27.607026,small_boat,0.492,4,2.643062617477309e-18,0,0
T0,2026-04-01T09:11:00Z,59.807782,24.808927,merchant_vessel,0.503,2,1.1427795233573602e-07,0,0
T1,2026-04-01T09:11:00Z,59.864579,27.615525,unknown,0.264,2,1.0399935961489761e-18,0,0
T2,2026-04-01T09:11:00Z,59.896737,24.857013,uav,0.507,2,6.698429588673675e-06,0,0
T3,2026-04-01T09:11:00Z,59.875419,27.606968,small_boat,0.526,4,1.6379685234435056e-16,0,0
T0,2026-04-01T09:11:30Z,59.807787,24.809012,merchant_vessel,0.571,2,0.00043870050224247134,0,0
T1,2026-04-01T09:11:30Z,59.86458,27.615489,unknown,0.299,2,7.276800582173703e-17,0,0
T2,2026-04-01T09:11:30Z,59.896741,24.857219,uav,0.469,2,6.651673783470233e-08,0,0
T3,2026-04-01T09:11:30Z,59.87542,27.606901,small_boat,0.539,4,7.93519797198918e-16,0,0
T0,2026-04-01T09:12:00Z,59.807792,24.80909,merchant_vessel,0.505,2,1.456752774641142e-07,0,0
T1,2026-04-01T09:12:00Z,59.86458,27.61545,unknown,0.284,2,1.178324319717591e-17,0,0
T2,2026-04-01T09:12:00Z,59.896746,24.857388,uav,0.59,2,0.13709203265965186,0,0
T3,2026-04-01T09:12:00Z,59.875423,27.606844,small_boat,0.646,4,3.465058799560006e-10,0,0
T0,2026-04-01T09:12:30Z,59.807796,24.809178,merchant_vessel,0.723,2,0.999977846010734,1,0
T1,2026-04-01T09:12:30Z,59.864578,27.615415,unknown,0.324,2,1.5126316862131667e-15,0,0
T2,2026-04-01T09:12:30Z,59.896749,24.857601,uav,0.567,2,0.009648675947384703,0,0
T3,2026-04-01T09:12:30Z,59.875425,27.606775,small_boat,0.639,4,1.4815920776793874e-10,0,0
T0,2026-04-01T09:13:00Z,59.807802,24.809248,merchant_vessel,0.704,2,0.9997777266029603,1,0
T1,2026-04-01T09:13:00Z,59.864578,27.615375,unknown,0.31,2,2.765472029654576e-16,0,0
T2,2026-04-01T09:13:00Z,59.896754,24.85779,uav,0.442,2,2.5102376091238674e-09,0,0
T3,2026-04-01T09:13:00Z,59.875425,27.606723,small_boat,0.527,4,1.8493421175668106e-16,0,0
T0,2026-04-01T09:13:30Z,59.807807,24.809335,merchant_vessel,0.596,2,0.009040806826280516,0,0
T1,2026-04-01T09:13:30Z,59.864578,27.615339,unknown,0.389,2,4.0364006387507924e-12,0,0
T2,2026-04-01T09:13:30Z,59.896759,24.858007,uav,0.631,2,0.9583792773433981,1,0
T3,2026-04-01T09:13:30Z,59.875427,27.606662,small_boat,0.536,4,5.513439836309444e-16,0,0
T0,2026-04-01T09:14:00Z,59.80781,24.809399,merchant_vessel,0.633,2,0.4486524785616346,0,0
T1,2026-04-01T09:14:00Z,59.864579,27.615298,unknown,0.332,2,3.994172931336478e-15,0,0
T2,2026-04-01T09:14:00Z,59.89676,24.858193,uav,0.579,2,0.040126647349674915,0,0
T3,2026-04-01T09:14:00Z,59.875429,27.606604,small_boat,0.504,4,1.1340911409967212e-17,0,0
T0,2026-04-01T09:14:30Z,59.807813,24.809472,merchant_vessel,0.644,2,0.7556521675911319,1,0
T1,2026-04-01T09:14:30Z,59.86458,27.615261,unknown,0.372,2,5.127376593228062e-13,0,0
T2,2026-04-01T09:14:30Z,59.896765,24.858339,uav,0.54,2,0.00036753833804233446,0,0
T3,2026-04-01T09:14:30Z,59.87543,27.606545,small_boat,0.665,4,3.4772272522746093e-09,0,0
T0,2026-04-01T09:15:00Z,59.807819,24.809547,merchant_vessel,0.601,2,0.016462690070832016,0,0
T1,2026-04-01T09:15:00Z,59.86458,27.615223,unknown,0.337,2,7.327999114153442e-15,0,0
T2,2026-04-01T09:15:00Z,59.896779,24.858585,uav,0.513,2,1.3875228138063025e-05,0,0
T3,2026-04-01T09:15:00Z,59.87543,27.606484,small_boat,0.647,4,3.912211428894573e-10,0,0
T0,2026-04-01T09:15:30Z,59.807824,24.809631,merchant_vessel,0.553,2,4.937720411911237e-05,0,0
T1,2026-04-01T09:15:30Z,59.86458,27.615185,unknown,0.354,2,5.768786389574442e-14,0,0
T2,2026-04-01T09:15:30Z,59.896782,24.858783,uav,0.605,2,0.49523573239326474,0,0
T3,2026-04-01T09:15:30Z,59.87543,27.60643,small_boat,0.435,4,2.615411627171815e-21,0,0
T0,2026-04-01T09:16:00Z,59.807829,24.809715,merchant_vessel,0.615,2,0.08387430780339797,0,0
T1,2026-04-01T09:16:00Z,59.864582,27.615152,unknown,0.311,2,3.122345653286016e-16,0,0
T2,2026-04-01T09:16:00Z,59.896782,24.858989,uav,0.466,2,4.6216369257407e-08,0,0
T3,2026-04-01T09:16:00Z,59.875431,27.606372,small_boat,0.803,4,0.06136830217616771,0,0
T0,2026-04-01T09:16:30Z,59.807831,24.809796,merchant_vessel,0.671,2,0.9879440134607591,1,0
T1,2026-04-01T09:16:30Z,59.864581,27.615111,unknown,0.445,2,3.612850226819738e-09,0,0
T2,2026-04-01T09:16:30Z,59.896781,24.859161,uav,0.56,2,0.004148499619537519,0,0
T3,2026-04-01T09:16:30Z,59.875431,27.606327,small_boat,0.627,4,3.452932920248604e-11,0,0
T0,2026-04-01T09:17:00Z,59.807835,24.809872,merchant_vessel,0.507,2,1.8569886708190546e-07,0,0
T1,2026-04-01T09:17:00Z,59.864581,27.615078,unknown,0.362,2,1.5232743472128543e-13,0,0
T2,2026-04-01T09:17:00Z,59.89678,24.859356,uav,0.476,2,1.5556534807783753e-07,0,0
T3,2026-04-01T09:17:00Z,59.875432,27.606264,small_boat,0.45,4,1.6151604895831422e-20,0,0
T0,2026-04-01T09:17:30Z,59.807839,24.809939,merchant_vessel,0.733,2,0.9999934182464569,1,0
T1,2026-04-01T09:17:30Z,59.864581,27.615037,unknown,0.111,2,8.956518294406259e-27,0,0
T2,2026-04-01T09:17:30Z,59.896784,24.859573,uav,0.636,2,0.9768765129968279,1,0
T3,2026-04-01T09:17:30Z,59.875434,27.606208,small_boat,0.642,4,2.1323759392323854e-10,0,0
T0,2026-04-01T09:18:00Z,59.807844,24.810013,merchant_vessel,0.577,2,0.000908310423399653,0,0
T1,2026-04-01T09:18:00Z,59.864581,27.614996,unknown,0.438,2,1.544784834412089e-09,0,0
T2,2026-04-01T09:18:00Z,59.896792,24.859765,uav,0.703,2,0.9999930413315364,1,0
T3,2026-04-01T09:18:00Z,59.875434,27.606151,small_boat,0.569,4,3.026279462252392e-14,0,0
T0,2026-04-01T09:18:30Z,59.80785,24.810091,merchant_vessel,0.573,2,0.0005591640045144539,0,0
T1,2026-04-01T09:18:30Z,59.864581,27.614957,unknown,0.171,2,1.3026919993001792e-23,0,0
T2,2026-04-01T09:18:30Z,59.896797,24.860005,uav,0.591,2,0.15209253675915277,0,0
T3,2026-04-01T09:18:30Z,59.875434,27.606098,small_boat,0.521,4,8.927852524003818e-17,0,0
T0,2026-04-01T09:19:00Z,59.807856,24.81018,merchant_vessel,0.635,2,0.5091563930679469,1,0
T1,2026-04-01T09:19:00Z,59.864581,27.614921,unknown,0.34,2,1.0546795727491289e-14,0,0
T2,2026-04-01T09:19:00Z,59.896808,24.860232,uav,0.439,2,1.7441334283282188e-09,0,0
T3,2026-04-01T09:19:00Z,59.875434,27.606049,small_boat,0.51,4,2.3491903641616872e-17,0,0
T0,2026-04-01T09:19:30Z,59.807861,24.810245,merchant_vessel,0.414,2,2.326057335776306e-12,0,0
T1,2026-04-01T09:19:30Z,59.864582,27.614886,unknown,0.392,2,5.809374748547954e-12,0,0
T2,2026-04-01T09:19:30Z,59.896816,24.860437,uav,0.422,2,2.2155454152908494e-10,0,0
T3,2026-04-01T09:19:30Z,59.875435,27.605994,small_boat,0.644,4,2.718236195095289e-10,0,0
T0,2026-04-01T09:20:00Z,59.807865,24.81033,merchant_vessel,0.516,2,5.536234452812804e-07,0,0
T1,2026-04-01T09:20:00Z,59.864583,27.614847,unknown,0.344,2,1.713828536291347e-14,0,0
T2,2026-04-01T09:20:00Z,59.896828,24.860679,uav,0.526,2,6.721546087247568e-05,0,0
T3,2026-04-01T09:20:00Z,59.875434,27.605926,small_boat,0.523,4,1.1380737997530449e-16,0,0
T0,2026-04-01T09:20:30Z,59.80787,24.810404,merchant_vessel,0.447,2,1.27675276259316e-10,0,0
T1,2026-04-01T09:20:30Z,59.864583,27.614806,unknown,0.401,2,1.731947694159882e-11,0,0
T2,2026-04-01T09:20:30Z,59.896831,24.860864,uav,0.473,2,1.0808806925682345e-07,0,0
T3,2026-04-01T09:20:30Z,59.875437,27.605867,small_boat,0.582,4,1.4660920712352796e-13,0,0
T0,2026-04-01T09:21:00Z,59.807874,24.810472,merchant_vessel,0.467,2,1.4465750885551223e-09,0,0
T1,2026-04-01T09:21:00Z,59.864583,27.614772,unknown,0.324,2,1.5126316862131667e-15,0,0
T2,2026-04-01T09:21:00Z,59.896832,24.861085,uav,0.586,2,0.08906149136315973,0,0
T3,2026-04-01T09:21:00Z,59.875437,27.605812,small_boat,0.596,4,8.019091489896295e-13,0,0
T0,2026-04-01T09:21:30Z,59.807879,24.810545,merchant_vessel,0.61,2,0.04752987839761602,0,0
T1,2026-04-01T09:21:30Z,59.864584,27.614734,unknown,0.487,2,5.912095935779764e-07,0,0
T2,2026-04-01T09:21:30Z,59.896832,24.861284,uav,0.589,2,0.1233557545999174,0,0
T3,2026-04-01T09:21:30Z,59.875437,27.60576,small_boat,0.508,4,1.842870394397747e-17,0,0
T0,2026-04-01T09:22:00Z,59.807884,24.810616,merchant_vessel,0.624,2,0.21442170350235457,0,0
T1,2026-04-01T09:22:00Z,59.864584,27.61469,unknown,0.324,2,1.5126316862131667e-15,0,0
T2,2026-04-01T09:22:00Z,59.896834,24.861444,uav,0.547,2,0.0008591539119187889,0,0
T3,2026-04-01T09:22:00Z,59.87544,27.605698,small_boat,0.674,4,1.0366650355497932e-08,0,0
T0,2026-04-01T09:22:30Z,59.80789,24.810699,merchant_vessel,0.534,2,4.92065974828953e-06,0,0
T1,2026-04-01T09:22:30Z,59.864584,27.614652,unknown,0.4,2,1.533991888435745e-11,0,0
T2,2026-04-01T09:22:30Z,59.896842,24.861653,uav,0.64,2,0.9856422582404287,1,0
T3,2026-04-01T09:22:30Z,59.875439,27.605636,small_boat,0.571,4,3.857735505218222e-14,0,0
T0,2026-04-01T09:23:00Z,59.807894,24.810779,merchant_vessel,0.548,2,2.6913966485030097e-05,0,0
T1,2026-04-01T09:23:00Z,59.864584,27.61461,unknown,0.255,2,3.488392031943286e-19,0,0
T2,2026-04-01T09:23:00Z,59.896842,24.861826,uav,0.64,2,0.9856422582404287,1,0
T3,2026-04-01T09:23:00Z,59.875442,27.605573,small_boat,0.659,4,1.6786603117780405e-09,0,0
T0,2026-04-01T09:23:30Z,59.8079,24.810862,merchant_vessel,0.713,2,0.9999254330696228,1,0
T1,2026-04-01T09:23:30Z,59.864585,27.614569,unknown,0.306,2,1.701854530323834e-16,0,0
T2,2026-04-01T09:23:30Z,59.896851,24.862033,uav,0.6,2,0.34843541780394005,0,0
T3,2026-04-01T09:23:30Z,59.875443,27.605518,small_boat,0.533,4,3.830782664264619e-16,0,0
T0,2026-04-01T09:24:00Z,59.807906,24.810937,merchant_vessel,0.562,2,0.00014719375657361018,0,0
T1,2026-04-01T09:24:00Z,59.864586,27.614523,unknown,0.388,2,3.5750535995918993e-12,0,0
T2,2026-04-01T09:24:00Z,59.896852,24.862234,uav,0.635,2,0.9739701880472329,1,0
T3,2026-04-01T09:24:00Z,59.875444,27.605462,small_boat,0.429,4,1.2626116647187246e-21,0,0
T0,2026-04-01T09:24:30Z,59.807908,24.811024,merchant_vessel,0.581,2,0.0014751448467348438,0,0
T1,2026-04-01T09:24:30Z,59.864587,27.614492,unknown,0.288,2,1.91474822905144e-17,0,0
T2,2026-04-01T09:24:30Z,59.896853,24.862423,uav,0.565,2,0.007584874362866001,0,0
T3,2026-04-01T09:24:30Z,59.875444,27.605403,small_boat,0.585,4,2.1100676122009204e-13,0,0
T0,2026-04-01T09:25:00Z,59.807914,24.811098,merchant_vessel,0.548,2,2.6913966485030097e-05,0,0
T1,2026-04-01T09:25:00Z,59.864587,27.614452,unknown,0.247,2,1.3210875973978744e-19,0,0
T2,2026-04-01T09:25:00Z,59.896868,24.862643,uav,0.509,2,8.538775886188321e-06,0,0
T3,2026-04-01T09:25:00Z,59.875445,27.605346,small_boat,0.62,4,1.4764072861143602e-11,0,0
T0,2026-04-01T09:25:30Z,59.80792,24.811185,merchant_vessel,0.622,2,0.17635772150573376,0,0
T1,2026-04-01T09:25:30Z,59.864586,27.614413,unknown,0.512,2,1.228935564316682e-05,0,0
T2,2026-04-01T09:25:30Z,59.89687,24.862816,uav,0.576,2,0.02822598430964313,0,0
T3,2026-04-01T09:25:30Z,59.875445,27.605283,small_boat,0.641,4,1.8886525297393418e-10,0,0
T0,2026-04-01T09:26:00Z,59.807924,24.81125,merchant_vessel,0.53,2,3.0281495684772985e-06,0,0
T1,2026-04-01T09:26:00Z,59.864587,27.614376,unknown,0.446,2,4.0790747747442365e-09,0,0
T2,2026-04-01T09:26:00Z,59.89687,24.863012,uav,0.548,2,0.0009699169140049428,0,0
T3,2026-04-01T09:26:00Z,59.875446,27.605227,small_boat,0.551,4,3.404852258353798e-15,0,0
T0,2026-04-01T09:26:30Z,59.807928,24.811323,merchant_vessel,0.594,2,0.007106092348087842,0,0
T1,2026-04-01T09:26:30Z,59.864586,27.614344,unknown,0.394,2,7.405473126356946e-12,0,0
T2,2026-04-01T09:26:30Z,59.896873,24.863197,uav,0.607,2,0.5556901666202091,1,0
T3,2026-04-01T09:26:30Z,59.875445,27.605174,small_boat,0.709,4,7.253505568289332e-07,0,0
T0,2026-04-01T09:27:00Z,59.807934,24.811403,merchant_vessel,0.5,2,7.940124985140781e-08,0,0
T1,2026-04-01T09:27:00Z,59.864586,27.614307,unknown,0.431,2,6.605200968724482e-10,0,0
T2,2026-04-01T09:27:00Z,59.896872,24.863384,uav,0.512,2,1.228935564316682e-05,0,0
T3,2026-04-01T09:27:00Z,59.875446,27.605119,small_boat,0.365,4,5.342203573247355e-25,0,0
T0,2026-04-01T09:27:30Z,59.807939,24.81148,merchant_vessel,0.641,2,0.682409876336327,1,0
T1,2026-04-01T09:27:30Z,59.864586,27.614275,unknown,0.426,2,3.600207166003783e-10,0,0
T2,2026-04-01T09:27:30Z,59.896877,24.863611,uav,0.626,2,0.9262032798019544,1,0
T3,2026-04-01T09:27:30Z,59.875447,27.605067,small_boat,0.513,4,3.3810635768160207e-17,0,0
T0,2026-04-01T09:28:00Z,59.807944,24.811544,merchant_vessel,0.575,2,0.0007126821960575048,0,0
T1,2026-04-01T09:28:00Z,59.864587,27.61424,unknown,0.215,2,2.7174210387184545e-21,0,0
T2,2026-04-01T09:28:00Z,59.896876,24.86377,uav,0.617,2,0.8080549130027671,1,0
T3,2026-04-01T09:28:00Z,59.875448,27.605012,small_boat,0.656,4,1.166346784541558e-09,0,0
T0,2026-04-01T09:28:30Z,59.807949,24.811625,merchant_vessel,0.662,2,0.9648960234058067,1,0
T1,2026-04-01T09:28:30Z,59.864587,27.614204,unknown,0.358,2,9.374136931893872e-14,0,0
T2,2026-04-01T09:28:30Z,59.896881,24.863967,uav,0.55,2,0.0012360676350251637,0,0
